"","X","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mnth2","weekday2","hr2"
"1099",1034,1034,"2/15/11",1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,"February","Tuesday","6 PM"
"1100",1035,1035,"2/15/11",1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,"February","Tuesday","7 PM"
"1101",1036,1036,"2/15/11",1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,"February","Tuesday","8 PM"
"1102",1037,1037,"2/15/11",1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0,5,61,66,"February","Tuesday","9 PM"
"1103",1038,1038,"2/15/11",1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0,0,41,41,"February","Tuesday","10 PM"
"1104",1039,1039,"2/15/11",1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,"February","Tuesday","11 PM"
"1105",1040,1040,"2/16/11",1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,"February","Wednesday","12 AM"
"1106",1041,1041,"2/16/11",1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,"February","Wednesday","1 AM"
"1107",17445,1041.5,"2/16/11",1,0,2,2,0,3,1,NA,NA,NA,NA,NA,0,0,0,"February","Wednesday","2 AM"
"1108",1042,1042,"2/16/11",1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,"February","Wednesday","3 AM"
"1109",1043,1043,"2/16/11",1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,"February","Wednesday","4 AM"
"1110",1044,1044,"2/16/11",1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,"February","Wednesday","5 AM"
"1111",1045,1045,"2/16/11",1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,"February","Wednesday","6 AM"
"1112",1046,1046,"2/16/11",1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,"February","Wednesday","7 AM"
"1113",1047,1047,"2/16/11",1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,"February","Wednesday","8 AM"
"1114",1048,1048,"2/16/11",1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,"February","Wednesday","9 AM"
"1115",1049,1049,"2/16/11",1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,"February","Wednesday","10 AM"
"1116",1050,1050,"2/16/11",1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,"February","Wednesday","11 AM"
"1117",1051,1051,"2/16/11",1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,"February","Wednesday","12 PM"
"1118",1052,1052,"2/16/11",1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,"February","Wednesday","1 PM"
"1119",1053,1053,"2/16/11",1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,"February","Wednesday","2 PM"
"1120",1054,1054,"2/16/11",1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,"February","Wednesday","3 PM"
"1121",1055,1055,"2/16/11",1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,"February","Wednesday","4 PM"
"1122",1056,1056,"2/16/11",1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,"February","Wednesday","5 PM"
"1123",1057,1057,"2/16/11",1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,"February","Wednesday","6 PM"
"1124",1058,1058,"2/16/11",1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,"February","Wednesday","7 PM"
"1125",1059,1059,"2/16/11",1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,"February","Wednesday","8 PM"
"1126",1060,1060,"2/16/11",1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,"February","Wednesday","9 PM"
"1127",1061,1061,"2/16/11",1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,"February","Wednesday","10 PM"
"1128",1062,1062,"2/16/11",1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,"February","Wednesday","11 PM"
"1129",1063,1063,"2/17/11",1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,"February","Thursday","12 AM"
"1130",1064,1064,"2/17/11",1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,"February","Thursday","1 AM"
"1131",1065,1065,"2/17/11",1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,"February","Thursday","2 AM"
"1132",1066,1066,"2/17/11",1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,"February","Thursday","3 AM"
"1133",1067,1067,"2/17/11",1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,"February","Thursday","4 AM"
"1134",1068,1068,"2/17/11",1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,"February","Thursday","5 AM"
"1135",1069,1069,"2/17/11",1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,"February","Thursday","6 AM"
"1136",1070,1070,"2/17/11",1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,"February","Thursday","7 AM"
"1137",1071,1071,"2/17/11",1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,"February","Thursday","8 AM"
"1138",1072,1072,"2/17/11",1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,"February","Thursday","9 AM"
"1139",1073,1073,"2/17/11",1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,"February","Thursday","10 AM"
"1140",1074,1074,"2/17/11",1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,"February","Thursday","11 AM"
"1141",1075,1075,"2/17/11",1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,"February","Thursday","12 PM"
"1142",1076,1076,"2/17/11",1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,"February","Thursday","1 PM"
"1143",1077,1077,"2/17/11",1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,"February","Thursday","2 PM"
"1144",1078,1078,"2/17/11",1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,"February","Thursday","3 PM"
"1145",1079,1079,"2/17/11",1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,"February","Thursday","4 PM"
"1146",1080,1080,"2/17/11",1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,"February","Thursday","5 PM"
"1147",1081,1081,"2/17/11",1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,"February","Thursday","6 PM"
"1148",1082,1082,"2/17/11",1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,"February","Thursday","7 PM"
"1149",1083,1083,"2/17/11",1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,"February","Thursday","8 PM"
"1150",1084,1084,"2/17/11",1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,"February","Thursday","9 PM"
"1151",1085,1085,"2/17/11",1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,"February","Thursday","10 PM"
"1152",1086,1086,"2/17/11",1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,"February","Thursday","11 PM"
"1153",1087,1087,"2/18/11",1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,"February","Friday","12 AM"
"1154",1088,1088,"2/18/11",1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,"February","Friday","1 AM"
"1155",1089,1089,"2/18/11",1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,"February","Friday","2 AM"
"1156",1090,1090,"2/18/11",1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,"February","Friday","3 AM"
"1157",1091,1091,"2/18/11",1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,"February","Friday","4 AM"
"1158",1092,1092,"2/18/11",1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,"February","Friday","5 AM"
"1159",1093,1093,"2/18/11",1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,"February","Friday","6 AM"
"1160",1094,1094,"2/18/11",1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,"February","Friday","7 AM"
"1161",1095,1095,"2/18/11",1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,"February","Friday","8 AM"
"1162",1096,1096,"2/18/11",1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,"February","Friday","9 AM"
"1163",1097,1097,"2/18/11",1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,"February","Friday","10 AM"
"1164",1098,1098,"2/18/11",1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,"February","Friday","11 AM"
"1165",1099,1099,"2/18/11",1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,"February","Friday","12 PM"
"1166",1100,1100,"2/18/11",1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,"February","Friday","1 PM"
"1167",1101,1101,"2/18/11",1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,"February","Friday","2 PM"
"1168",1102,1102,"2/18/11",1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,"February","Friday","3 PM"
"1169",1103,1103,"2/18/11",1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,"February","Friday","4 PM"
"1170",1104,1104,"2/18/11",1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,"February","Friday","5 PM"
"1171",1105,1105,"2/18/11",1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,"February","Friday","6 PM"
"1172",1106,1106,"2/18/11",1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,"February","Friday","7 PM"
"1173",1107,1107,"2/18/11",1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,"February","Friday","8 PM"
"1174",1108,1108,"2/18/11",1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,"February","Friday","9 PM"
"1175",1109,1109,"2/18/11",1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,"February","Friday","10 PM"
"1176",1110,1110,"2/18/11",1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,"February","Friday","11 PM"
"1177",1111,1111,"2/19/11",1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,"February","Saturday","12 AM"
"1178",1112,1112,"2/19/11",1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,"February","Saturday","1 AM"
"1179",1113,1113,"2/19/11",1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,"February","Saturday","2 AM"
"1180",1114,1114,"2/19/11",1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,"February","Saturday","3 AM"
"1181",1115,1115,"2/19/11",1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,"February","Saturday","4 AM"
"1182",1116,1116,"2/19/11",1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,"February","Saturday","5 AM"
"1183",1117,1117,"2/19/11",1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,"February","Saturday","6 AM"
"1184",1118,1118,"2/19/11",1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,"February","Saturday","7 AM"
"1185",1119,1119,"2/19/11",1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,"February","Saturday","8 AM"
"1186",1120,1120,"2/19/11",1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,"February","Saturday","9 AM"
"1187",1121,1121,"2/19/11",1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,"February","Saturday","10 AM"
"1188",1122,1122,"2/19/11",1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,"February","Saturday","11 AM"
"1189",1123,1123,"2/19/11",1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,"February","Saturday","12 PM"
"1190",1124,1124,"2/19/11",1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,"February","Saturday","1 PM"
"1191",1125,1125,"2/19/11",1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,"February","Saturday","2 PM"
"1192",1126,1126,"2/19/11",1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,"February","Saturday","3 PM"
"1193",1127,1127,"2/19/11",1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,"February","Saturday","4 PM"
"1194",1128,1128,"2/19/11",1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,"February","Saturday","5 PM"
"1195",1129,1129,"2/19/11",1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,"February","Saturday","6 PM"
"1196",1130,1130,"2/19/11",1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,"February","Saturday","7 PM"
"1197",1131,1131,"2/19/11",1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,"February","Saturday","8 PM"
"1198",1132,1132,"2/19/11",1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,"February","Saturday","9 PM"
"1199",1133,1133,"2/19/11",1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,"February","Saturday","10 PM"
"1200",1134,1134,"2/19/11",1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,"February","Saturday","11 PM"
"1201",1135,1135,"2/20/11",1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,"February","Sunday","12 AM"
"1202",1136,1136,"2/20/11",1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,"February","Sunday","1 AM"
"1203",1137,1137,"2/20/11",1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,"February","Sunday","2 AM"
"1204",1138,1138,"2/20/11",1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,"February","Sunday","3 AM"
"1205",1139,1139,"2/20/11",1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,"February","Sunday","4 AM"
"1206",17446,1139.5,"2/20/11",1,0,2,5,0,0,0,NA,NA,NA,NA,NA,0,0,0,"February","Sunday","5 AM"
"1207",1140,1140,"2/20/11",1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,"February","Sunday","6 AM"
"1208",1141,1141,"2/20/11",1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,"February","Sunday","7 AM"
"1209",1142,1142,"2/20/11",1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,"February","Sunday","8 AM"
"1210",1143,1143,"2/20/11",1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,"February","Sunday","9 AM"
"1211",1144,1144,"2/20/11",1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,"February","Sunday","10 AM"
"1212",1145,1145,"2/20/11",1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,"February","Sunday","11 AM"
"1213",1146,1146,"2/20/11",1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,"February","Sunday","12 PM"
"1214",1147,1147,"2/20/11",1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0,76,122,198,"February","Sunday","1 PM"
"1215",1148,1148,"2/20/11",1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,"February","Sunday","2 PM"
"1216",1149,1149,"2/20/11",1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,"February","Sunday","3 PM"
"1217",1150,1150,"2/20/11",1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,"February","Sunday","4 PM"
"1218",1151,1151,"2/20/11",1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,"February","Sunday","5 PM"
"1219",1152,1152,"2/20/11",1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,"February","Sunday","6 PM"
"1220",1153,1153,"2/20/11",1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42,"February","Sunday","7 PM"
"1221",1154,1154,"2/20/11",1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,12,30,42,"February","Sunday","8 PM"
"1222",1155,1155,"2/20/11",1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0,17,39,56,"February","Sunday","9 PM"
"1223",1156,1156,"2/20/11",1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,43,47,"February","Sunday","10 PM"
"1224",1157,1157,"2/20/11",1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54,"February","Sunday","11 PM"
"1225",1158,1158,"2/21/11",1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,"February","Monday","12 AM"
"1226",1159,1159,"2/21/11",1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,"February","Monday","1 AM"
"1227",1160,1160,"2/21/11",1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,"February","Monday","2 AM"
"1228",1161,1161,"2/21/11",1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,"February","Monday","3 AM"
"1229",1162,1162,"2/21/11",1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,"February","Monday","4 AM"
"1230",1163,1163,"2/21/11",1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0,1,2,3,"February","Monday","5 AM"
"1231",1164,1164,"2/21/11",1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,"February","Monday","6 AM"
"1232",1165,1165,"2/21/11",1,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,"February","Monday","7 AM"
"1233",1166,1166,"2/21/11",1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,"February","Monday","8 AM"
"1234",1167,1167,"2/21/11",1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,"February","Monday","9 AM"
"1235",1168,1168,"2/21/11",1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,"February","Monday","10 AM"
"1236",1169,1169,"2/21/11",1,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,"February","Monday","11 AM"
"1237",1170,1170,"2/21/11",1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93,"February","Monday","12 PM"
"1238",1171,1171,"2/21/11",1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,"February","Monday","1 PM"
"1239",1172,1172,"2/21/11",1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,"February","Monday","2 PM"
"1240",1173,1173,"2/21/11",1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,"February","Monday","3 PM"
"1241",1174,1174,"2/21/11",1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,"February","Monday","4 PM"
"1242",1175,1175,"2/21/11",1,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,"February","Monday","5 PM"
"1243",1176,1176,"2/21/11",1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,"February","Monday","6 PM"
"1244",1177,1177,"2/21/11",1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,"February","Monday","7 PM"
"1245",1178,1178,"2/21/11",1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,"February","Monday","8 PM"
"1246",1179,1179,"2/21/11",1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,"February","Monday","9 PM"
"1247",1180,1180,"2/21/11",1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,"February","Monday","10 PM"
"1248",1181,1181,"2/21/11",1,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,"February","Monday","11 PM"
"1249",17447,1181.14285714286,"2/22/11",1,0,2,0,0,2,1,NA,NA,NA,NA,NA,0,0,0,"February","Tuesday","12 AM"
"1250",17448,1181.28571428571,"2/22/11",1,0,2,1,0,2,1,NA,NA,NA,NA,NA,0,0,0,"February","Tuesday","1 AM"
"1251",17449,1181.42857142857,"2/22/11",1,0,2,2,0,2,1,NA,NA,NA,NA,NA,0,0,0,"February","Tuesday","2 AM"
"1252",17450,1181.57142857143,"2/22/11",1,0,2,3,0,2,1,NA,NA,NA,NA,NA,0,0,0,"February","Tuesday","3 AM"
"1253",17451,1181.71428571429,"2/22/11",1,0,2,4,0,2,1,NA,NA,NA,NA,NA,0,0,0,"February","Tuesday","4 AM"
"1254",17452,1181.85714285714,"2/22/11",1,0,2,5,0,2,1,NA,NA,NA,NA,NA,0,0,0,"February","Tuesday","5 AM"
"1255",1182,1182,"2/22/11",1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,"February","Tuesday","6 AM"
"1256",1183,1183,"2/22/11",1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,"February","Tuesday","7 AM"
"1257",1184,1184,"2/22/11",1,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,"February","Tuesday","8 AM"
"1258",1185,1185,"2/22/11",1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,"February","Tuesday","9 AM"
"1259",1186,1186,"2/22/11",1,0,2,10,0,2,1,1,0.16,0.1818,0.69,0,0,44,44,"February","Tuesday","10 AM"
"1260",1187,1187,"2/22/11",1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0,7,43,50,"February","Tuesday","11 AM"
"1261",1188,1188,"2/22/11",1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,"February","Tuesday","12 PM"
"1262",1189,1189,"2/22/11",1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,"February","Tuesday","1 PM"
"1263",1190,1190,"2/22/11",1,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,"February","Tuesday","2 PM"
"1264",1191,1191,"2/22/11",1,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,"February","Tuesday","3 PM"
"1265",1192,1192,"2/22/11",1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,"February","Tuesday","4 PM"
"1266",1193,1193,"2/22/11",1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,"February","Tuesday","5 PM"
"1267",1194,1194,"2/22/11",1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,"February","Tuesday","6 PM"
"1268",1195,1195,"2/22/11",1,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,"February","Tuesday","7 PM"
"1269",1196,1196,"2/22/11",1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,102,105,"February","Tuesday","8 PM"
"1270",1197,1197,"2/22/11",1,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82,"February","Tuesday","9 PM"
"1271",1198,1198,"2/22/11",1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,"February","Tuesday","10 PM"
"1272",1199,1199,"2/22/11",1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,"February","Tuesday","11 PM"
"1273",1200,1200,"2/23/11",1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6,6,"February","Wednesday","12 AM"
"1274",1201,1201,"2/23/11",1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,"February","Wednesday","1 AM"
"1275",1202,1202,"2/23/11",1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,"February","Wednesday","2 AM"
"1276",1203,1203,"2/23/11",1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,"February","Wednesday","3 AM"
"1277",17453,1203.5,"2/23/11",1,0,2,4,0,3,1,NA,NA,NA,NA,NA,0,0,0,"February","Wednesday","4 AM"
"1278",1204,1204,"2/23/11",1,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,"February","Wednesday","5 AM"
"1279",1205,1205,"2/23/11",1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,"February","Wednesday","6 AM"
"1280",1206,1206,"2/23/11",1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,"February","Wednesday","7 AM"
"1281",1207,1207,"2/23/11",1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,"February","Wednesday","8 AM"
"1282",1208,1208,"2/23/11",1,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,"February","Wednesday","9 AM"
"1283",1209,1209,"2/23/11",1,0,2,10,0,3,1,1,0.2,0.2576,0.4,0,4,47,51,"February","Wednesday","10 AM"
"1284",1210,1210,"2/23/11",1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,"February","Wednesday","11 AM"
"1285",1211,1211,"2/23/11",1,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,11,56,67,"February","Wednesday","12 PM"
"1286",1212,1212,"2/23/11",1,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87,"February","Wednesday","1 PM"
"1287",1213,1213,"2/23/11",1,0,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,17,61,78,"February","Wednesday","2 PM"
"1288",1214,1214,"2/23/11",1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,"February","Wednesday","3 PM"
"1289",1215,1215,"2/23/11",1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0,15,79,94,"February","Wednesday","4 PM"
"1290",1216,1216,"2/23/11",1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,"February","Wednesday","5 PM"
"1291",1217,1217,"2/23/11",1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,"February","Wednesday","6 PM"
"1292",1218,1218,"2/23/11",1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0,6,135,141,"February","Wednesday","7 PM"
"1293",1219,1219,"2/23/11",1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,"February","Wednesday","8 PM"
"1294",1220,1220,"2/23/11",1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0,2,89,91,"February","Wednesday","9 PM"
"1295",1221,1221,"2/23/11",1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0,1,60,61,"February","Wednesday","10 PM"
